,left,right
0,0.3885851469484185,0.3530169421551869
1,0.07714385491644858,0.11591866973754718
2,0.036379754244728814,0.025435147443265766
3,0.015689484779206238,0.01363374801530916
4,0.01462344246835452,0.00944168508205274
5,0.01070142473585762,0.006165796442472596
6,0.00676809620961163,0.005580462865957198
7,0.005996134536236249,0.005208620521455868
8,0.006762440812737085,0.00453704214260366
9,0.015371368705013082,0.005553599730803108
10,0.007774756853280626,0.004436658848080487
11,0.0097640427039018,0.003981399399679621
12,0.004006848685615074,0.009755559608589983
13,0.004569560674632293,0.004043608765299616
14,0.00454835293635275,0.007935935664205156
15,0.0035996601106478405,0.004934333773040441
16,0.005768504812035816,0.004081782694202794
17,0.023912431834794547,0.0035784523723682965
18,0.0038074959457873657,0.0034653444348773984
19,0.005314659212853586,0.004405554165270491
20,0.004008262534833711,0.004228823012940961
21,0.004794362700395453,0.006020169972953064
22,0.0038046682473500933,0.004983818495692708
23,0.003752355826260553,0.005369799332380399
24,0.00403088412233189,0.004303757021528682
25,0.0040195733285828,0.0034356536012860373
26,0.003620867848927383,0.004354655593399586
27,0.0035982462614292036,0.0035134153083110297
28,0.0034116181645692215,0.005119548020681786
29,0.0035572446340887526,0.0046642885722809205
30,0.0039502947168696245,0.003845669874690544
31,0.0035515892372142083,0.009348371033622748
32,0.0038244621364110004,0.006505120254945292
33,0.0035374507450278455,0.004856572066015448
34,0.003767908167665551,0.005786884851878086
35,0.0035134153083110297,0.005637016834702646
36,0.004691151707435009,0.004121370472324608
37,0.0037438727309487352,0.0036109709043969295
38,0.0047674995652413656,0.005986237591705795
39,0.0041807521395073296,0.0054221117534699395
40,0.004783051906646364,0.006625297438529371
41,0.004071885749672341,0.008340296540735115
42,0.004005434836396438,0.00787796784624107
43,0.003938983923120535,0.0051690327433340545
44,0.003649144833300108,0.007622061137667913
45,0.004825467383205451,0.0034497920934724
46,0.004504523610575026,0.0031175375270928855
47,0.00454835293635275,0.003784874358289186
48,0.0037820466598519134,0.00374952812782328
49,0.003982813248898259,0.0033154764177019576
50,0.003905051541873266,0.005198723576925415
51,0.004101576583263701,0.0032476116552074188
52,0.003957363962962806,0.0031641945513078812
53,0.004047850312955525,0.003236300861458329
54,0.00426699694184414,0.003890913049686903
55,0.0041369228137296075,0.004272652338718685
56,0.004071885749672341,0.010435621082754008
57,0.014325120283222274,0.0035798662215869325
58,0.005767090962817179,0.0037198372942319194
59,0.004080368844984158,0.006004617631548067
60,0.004292446227779592,0.003308407171608777
61,0.00427830773559323,0.002718832047437469
62,0.003937570073901899,0.005347177744882219
63,0.004238719957471415,0.0037763912629773686
64,0.004247203052783232,0.003970088605930532
65,0.004069058051235069,0.006482498667447111
66,0.004179338290288694,0.009270609326597755
67,0.004808501192581816,0.008528338486813735
68,0.004275480037155957,0.008123977610283774
69,0.004184993687163238,0.0041581305520091505
70,0.004354655593399586,0.00314581451146561
71,0.005622878342516285,0.009083981229737772
72,0.007425536096277476,0.004596423809786382
73,0.004797190398832726,0.003370616537228771
74,0.004616217698847289,0.004766085716022729
75,0.0048735382566390826,0.019776922870283577
76,0.004838192026173177,0.003594004713773295
77,0.00474346412852455,0.004481902023076847
78,0.00470953174727728,0.003372030386447407
79,0.004843847423047722,0.0031599530036519725
80,0.0045582498808832035,0.0035530030864328443
81,0.004792948851176817,0.005523908897211749
82,0.00484101972461045,0.007330808198628849
83,0.004942816868352258,0.006421703151045753
84,0.005006440083190888,0.005644086080795827
85,0.004729325636338187,0.0032589224489565083
86,0.0051930681800508695,0.003558658483307389
87,0.005019164726158615,0.0044140372605823075
88,0.004740636430087277,0.013195454757531928
89,0.0047067040488400075,0.009305955557063662
90,0.004510179007449571,0.0031472283606842465
91,0.0045384559918222964,0.0028913216521110887
92,0.0046204592465031976,0.002645311888068385
93,0.004168027496539605,0.002697624309157926
94,0.0036901464606405587,0.0028050768497742793
95,0.0037891159059450946,0.008191842372778313
96,0.0032348870122396924,0.0018818333100048214
97,0.002660864229473383,0.0013912276311380497
98,0.001966664263122995,0.0008044802054040144
99,0.0009769698100776346,0.0002771144468527009
100,1.1310793749089834e-05,1.4138492186362293e-06
